Employee ID,StartDate,start_date_parsed,years_of_service,tenure_group,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,dob_parsed,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,engagement_level,Satisfaction Score,Work-Life Balance Score,Training Date,training_date_parsed,Training Program Name,Training Type,Training Outcome,training_success,Training Duration(Days),Training Cost,Age,age_group,flag_under18_at_hire,flag_training_before_hire
2227,27-Dec-21,2021-12-27,4,2-4 yrs,IT Support,EW,Active,Contract,ZONE B,Full-Time,It/is,Aerial,05-06-1995,1995-06-05,MA,Female,Black,Widowed,Needs improvement,5,18-09-2022,2,Low,3,4,28-Apr-23,2023-04-28,Project Management,Internal,Passed,1,2,894.09,26,Under 30,0,0
2229,28-Dec-22,2022-12-28,3,2-4 yrs,IT Support,TNS,Active,Part-Time,ZONE A,Temporary,It/is,Underground,01-10-1977,1977-10-01,MA,Female,Asian,Divorced,Pip,4,22-04-2023,3,Medium,1,1,28-Jan-23,2023-01-28,Communication Skills,Internal,Incomplete,0,5,897.51,45,40-49,0,0
2230,25-Nov-18,2018-11-25,7,5-9 yrs,IT Manager - Support,PYZ,Active,Part-Time,ZONE A,Full-Time,It/is,General - Con,20-08-1972,1972-08-20,CT,Female,Hispanic,Married,Fully meets,2,09-06-2023,1,Low,5,5,03-Aug-23,2023-08-03,Project Management,External,Passed,1,3,634.34,46,40-49,0,0
2231,26-Dec-20,2020-12-26,5,5-9 yrs,IT Manager - Infra,WBL,Active,Full-Time,ZONE A,Part-Time,It/is,General - Con,24-04-1990,1990-04-24,CT,Female,Other,Single,Fully meets,2,04-01-2023,1,Low,2,2,20-Apr-23,2023-04-20,Technical Skills,Internal,Failed,0,3,352.54,30,30-39,0,0
2233,27-Sep-19,2019-09-27,6,5-9 yrs,IT Support,MSC,Active,Contract,ZONE B,Full-Time,It/is,Splicing,22-04-1977,1977-04-22,MA,Female,Asian,Single,Fully meets,1,03-10-2022,5,High,1,1,13-Jun-23,2023-06-13,Customer Service,Internal,Passed,1,1,893.71,42,40-49,0,0
2234,20-Feb-21,2021-02-20,5,5-9 yrs,IT Support,EW,Active,Part-Time,ZONE C,Full-Time,It/is,Wireline Construction,26-02-1975,1975-02-26,MA,Female,Black,Married,Fully meets,2,23-08-2022,1,Low,1,4,04-Feb-23,2023-02-04,Communication Skills,External,Completed,1,3,693.52,46,40-49,0,0
2235,26-Feb-22,2022-02-26,4,2-4 yrs,IT Support,CCDR,Active,Full-Time,ZONE B,Full-Time,It/is,Shop (Fleet),31-08-1954,1954-08-31,MA,Female,Other,Single,Fully meets,1,10-09-2022,3,Medium,5,3,09-Mar-23,2023-03-09,Customer Service,Internal,Failed,0,1,162.62,68,60+,0,0
2237,10-Jan-22,2022-01-10,4,2-4 yrs,IT Manager - Support,WBL,Active,Full-Time,ZONE B,Temporary,It/is,Underground,22-04-1975,1975-04-22,CT,Female,Other,Single,Fully meets,2,08-06-2023,2,Low,5,2,10-May-23,2023-05-10,Leadership Development,External,Completed,1,3,240.77,47,40-49,0,0
2238,04-Mar-21,2021-03-04,5,5-9 yrs,IT Manager - Infra,TNS,Active,Part-Time,ZONE B,Temporary,It/is,Project Management - Con,17-01-1972,1972-01-17,CT,Male,Hispanic,Widowed,Fully meets,2,28-03-2023,4,High,4,3,14-Apr-23,2023-04-14,Communication Skills,External,Completed,1,5,905.56,49,40-49,0,0
2239,10-Mar-23,2023-03-10,3,2-4 yrs,IT Manager - DB,SVG,Active,Full-Time,ZONE C,Part-Time,It/is,Catv,11-12-1962,1962-12-11,MA,Male,Asian,Divorced,Fully meets,5,31-12-2022,1,Low,3,4,11-Apr-23,2023-04-11,Technical Skills,Internal,Passed,1,4,273.84,61,60+,0,0
2240,05-Dec-18,2018-12-05,7,5-9 yrs,IT Support,SVG,Active,Part-Time,ZONE B,Part-Time,It/is,Finance & Accounting,28-11-1997,1997-11-28,MA,Female,Hispanic,Married,Fully meets,2,22-08-2022,2,Low,4,5,17-Mar-23,2023-03-17,Communication Skills,Internal,Incomplete,0,4,980.41,21,Under 30,0,0
2241,24-Jun-21,2021-06-24,4,2-4 yrs,IT Support,EW,Active,Part-Time,ZONE C,Part-Time,It/is,Technology / It,01-06-1981,1981-06-01,MA,Female,Hispanic,Married,Fully meets,2,30-01-2023,4,High,4,4,26-Jan-23,2023-01-26,Communication Skills,External,Failed,0,5,834.95,40,40-49,0,0
2242,10-May-22,2022-05-10,4,2-4 yrs,IT Support,MSC,Active,Full-Time,ZONE C,Temporary,It/is,Field Operations,29-03-1994,1994-03-29,MA,Female,Hispanic,Married,Fully meets,4,26-02-2023,3,Medium,2,4,17-Dec-22,2022-12-17,Project Management,External,Failed,0,1,627.11,28,Under 30,0,0
2243,13-Apr-23,2023-04-13,3,2-4 yrs,IT Support,TNS,Active,Full-Time,ZONE A,Part-Time,It/is,Finance & Accounting,20-07-1954,1954-07-20,CT,Female,Other,Married,Fully meets,4,26-06-2023,1,Low,3,5,30-Dec-22,2022-12-30,Leadership Development,External,Passed,1,4,242.22,69,60+,0,1
2246,14-Oct-20,2020-10-14,5,5-9 yrs,IT Manager - DB,NEL,Active,Contract,ZONE B,Part-Time,It/is,Field Operations,22-11-1973,1973-11-22,MA,Male,White,Divorced,Fully meets,4,20-03-2023,3,Medium,4,5,10-Feb-23,2023-02-10,Project Management,Internal,Completed,1,2,364.36,47,40-49,0,0
2247,10-Sep-18,2018-09-10,7,5-9 yrs,IT Support,SVG,Active,Part-Time,ZONE B,Temporary,It/is,Fielders,10-04-1983,1983-04-10,MA,Female,Hispanic,Widowed,Fully meets,2,16-02-2023,3,Medium,4,4,19-Apr-23,2023-04-19,Communication Skills,External,Incomplete,0,3,803.16,35,30-39,0,0
2248,16-Dec-22,2022-12-16,3,2-4 yrs,IT Support,EW,Active,Part-Time,ZONE B,Temporary,It/is,Field Operations,17-12-1999,1999-12-17,MA,Female,Hispanic,Widowed,Fully meets,2,24-05-2023,1,Low,5,5,29-Mar-23,2023-03-29,Leadership Development,External,Incomplete,0,2,571.12,23,Under 30,0,0
2249,28-Sep-18,2018-09-28,7,5-9 yrs,IT Support,MSC,Active,Contract,ZONE C,Part-Time,It/is,Field Operations,07-11-1994,1994-11-07,MA,Female,Black,Divorced,Fully meets,4,29-05-2023,3,Medium,5,5,06-Jul-23,2023-07-06,Customer Service,External,Failed,0,2,705.36,24,Under 30,0,0
2250,08-Mar-22,2022-03-08,4,2-4 yrs,IT Support,TNS,Active,Contract,ZONE C,Temporary,It/is,Aerial,02-09-1962,1962-09-02,CT,Female,Asian,Married,Fully meets,5,29-05-2023,4,High,2,1,08-Apr-23,2023-04-08,Communication Skills,Internal,Failed,0,5,565.78,60,60+,0,0
2251,12-Jan-22,2022-01-12,4,2-4 yrs,IT Manager - Support,PYZ,Active,Part-Time,ZONE B,Temporary,It/is,Project Management - Con,03-10-1978,1978-10-03,MA,Female,Hispanic,Divorced,Fully meets,2,18-09-2022,4,High,4,4,19-Nov-22,2022-11-19,Technical Skills,External,Incomplete,0,5,593.14,44,40-49,0,0
2252,08-Dec-20,2020-12-08,5,5-9 yrs,IT Manager - Infra,WBL,Active,Contract,ZONE B,Part-Time,It/is,Field Operations,12-11-1973,1973-11-12,MA,Male,White,Widowed,Fully meets,4,28-09-2022,1,Low,3,3,10-Dec-22,2022-12-10,Communication Skills,Internal,Completed,1,1,648.23,47,40-49,0,0
2253,17-Nov-20,2020-11-17,5,5-9 yrs,IT Support,PYZ,Active,Full-Time,ZONE A,Full-Time,It/is,Field Operations,05-02-1982,1982-02-05,MA,Female,Other,Single,Fully meets,1,26-06-2023,5,High,1,2,07-Jan-23,2023-01-07,Communication Skills,External,Incomplete,0,1,426.97,38,30-39,0,0
2254,18-Jan-21,2021-01-18,5,5-9 yrs,IT Support,SVG,Active,Full-Time,ZONE A,Part-Time,It/is,General - Sga,27-10-1957,1957-10-27,MA,Female,Hispanic,Single,Fully meets,2,14-12-2022,3,Medium,2,5,20-Nov-22,2022-11-20,Project Management,Internal,Failed,0,4,267.76,64,60+,0,0
2255,15-Sep-20,2020-09-15,5,5-9 yrs,IT Support,TNS,Active,Full-Time,ZONE C,Part-Time,It/is,Wireline Construction,16-07-1990,1990-07-16,MA,Female,Hispanic,Single,Fully meets,2,12-05-2023,1,Low,4,4,05-Feb-23,2023-02-05,Customer Service,Internal,Completed,1,1,357.69,30,30-39,0,0
2256,11-Dec-19,2019-12-11,6,5-9 yrs,IT Support,WBL,Active,Part-Time,ZONE C,Full-Time,It/is,Field Operations,29-12-1981,1981-12-29,CT,Female,Asian,Widowed,Fully meets,5,14-07-2023,5,High,5,4,13-Jan-23,2023-01-13,Leadership Development,Internal,Completed,1,1,312.42,38,30-39,0,0
2257,29-Apr-21,2021-04-29,5,5-9 yrs,IT Manager - Support,WBL,Active,Contract,ZONE B,Full-Time,It/is,General - Eng,22-10-1988,1988-10-22,MA,Male,White,Married,Fully meets,2,25-07-2023,4,High,3,5,25-Mar-23,2023-03-25,Customer Service,External,Incomplete,0,2,456.3,33,30-39,0,0
2258,03-Apr-21,2021-04-03,5,5-9 yrs,IT Manager - Infra,TNS,Active,Full-Time,ZONE C,Part-Time,It/is,Engineers,20-02-1999,1999-02-20,MA,Male,White,Widowed,Fully meets,2,03-04-2023,2,Low,5,4,03-Jul-23,2023-07-03,Technical Skills,Internal,Failed,0,2,675.95,22,Under 30,0,0
2259,01-Feb-22,2022-02-01,4,2-4 yrs,IT Support,SVG,Active,Part-Time,ZONE A,Temporary,It/is,General - Eng,24-03-1961,1961-03-24,MA,Female,Hispanic,Divorced,Fully meets,1,09-01-2023,1,Low,2,5,03-May-23,2023-05-03,Communication Skills,External,Failed,0,3,754.61,61,60+,0,0
2260,17-Jan-20,2020-01-17,6,5-9 yrs,IT Support,EW,Active,Part-Time,ZONE B,Temporary,It/is,Engineers,21-10-1992,1992-10-21,MA,Female,Hispanic,Widowed,Fully meets,1,05-08-2023,3,Medium,1,4,23-Aug-22,2022-08-23,Customer Service,Internal,Incomplete,0,2,377.64,28,Under 30,0,0
2261,01-Jun-22,2022-06-01,4,2-4 yrs,IT Support,MSC,Active,Full-Time,ZONE B,Part-Time,It/is,Wireline Construction,01-06-1958,1958-06-01,CT,Female,Black,Divorced,Fully meets,2,17-11-2022,2,Low,1,5,04-Jun-23,2023-06-04,Project Management,External,Failed,0,3,647.41,64,60+,0,0
2262,17-Mar-19,2019-03-17,7,5-9 yrs,IT Support,TNS,Active,Contract,ZONE A,Temporary,It/is,Engineers,03-10-1950,1950-10-03,CT,Female,Other,Divorced,Fully meets,2,27-04-2023,4,High,4,3,29-May-23,2023-05-29,Communication Skills,External,Incomplete,0,3,122.43,69,60+,0,0
2263,07-Jan-20,2020-01-07,6,5-9 yrs,IT Manager - Support,PYZ,Active,Contract,ZONE B,Temporary,It/is,General - Sga,09-10-1965,1965-10-09,MA,Male,Hispanic,Single,Fully meets,2,28-11-2022,3,Medium,1,4,05-Oct-22,2022-10-05,Project Management,Internal,Incomplete,0,5,662.94,55,50-59,0,0
2264,24-Feb-21,2021-02-24,5,5-9 yrs,IT Manager - Infra,WBL,Active,Part-Time,ZONE A,Part-Time,It/is,Executive,05-03-1979,1979-03-05,MA,Male,White,Single,Fully meets,5,08-11-2022,1,Low,2,3,06-May-23,2023-05-06,Communication Skills,External,Failed,0,3,465.3,42,40-49,0,0
2266,12-May-20,2020-05-12,6,5-9 yrs,IT Support,EW,Active,Full-Time,ZONE B,Temporary,It/is,Field Operations,10-02-1975,1975-02-10,MA,Female,Other,Single,Fully meets,5,27-04-2023,5,High,3,2,23-Oct-22,2022-10-23,Leadership Development,External,Completed,1,5,898.01,45,40-49,0,0
2267,04-Apr-23,2023-04-04,3,2-4 yrs,IT Support,MSC,Active,Full-Time,ZONE A,Part-Time,It/is,General - Con,18-06-1971,1971-06-18,CT,Female,Hispanic,Divorced,Fully meets,4,09-03-2023,1,Low,3,3,11-Nov-22,2022-11-11,Technical Skills,Internal,Passed,1,1,518.79,52,50-59,0,1
2268,04-Jan-21,2021-01-04,5,5-9 yrs,IT Support,TNS,Active,Contract,ZONE C,Full-Time,It/is,General - Con,06-08-1963,1963-08-06,CT,Male,White,Single,Fully meets,2,03-07-2023,2,Low,3,2,26-Nov-22,2022-11-26,Communication Skills,Internal,Failed,0,2,677.84,58,50-59,0,0
2269,28-Apr-20,2020-04-28,6,5-9 yrs,IT Manager - Support,PYZ,Active,Full-Time,ZONE C,Full-Time,It/is,Executive,15-01-1974,1974-01-15,MA,Male,Hispanic,Divorced,Fully meets,1,14-02-2023,5,High,5,1,09-Dec-22,2022-12-09,Technical Skills,Internal,Incomplete,0,1,109.33,46,40-49,0,0
2270,16-Apr-19,2019-04-16,7,5-9 yrs,IT Support,PYZ,Active,Contract,ZONE C,Part-Time,It/is,Project Management - Con,19-09-1952,1952-09-19,MA,Female,Asian,Single,Fully meets,4,18-03-2023,4,High,4,3,11-May-23,2023-05-11,Technical Skills,Internal,Passed,1,2,781.35,67,60+,0,0
2271,09-Jul-22,2022-07-09,3,2-4 yrs,IT Support,SVG,Active,Full-Time,ZONE A,Temporary,It/is,Field Operations,20-07-1996,1996-07-20,MA,Female,Hispanic,Single,Fully meets,2,21-03-2023,5,High,4,4,02-Feb-23,2023-02-02,Customer Service,Internal,Failed,0,4,632.57,26,Under 30,0,0
2272,29-Aug-22,2022-08-29,3,2-4 yrs,IT Support,TNS,Active,Part-Time,ZONE C,Full-Time,It/is,Field Operations,04-04-1987,1987-04-04,CT,Female,Black,Divorced,Fully meets,2,05-08-2022,5,High,5,3,15-Apr-23,2023-04-15,Communication Skills,Internal,Passed,1,5,233.42,35,30-39,0,0
2273,26-Jan-20,2020-01-26,6,5-9 yrs,IT Support,WBL,Active,Full-Time,ZONE A,Part-Time,It/is,Project Management - Eng,16-05-1956,1956-05-16,CT,Male,Other,Divorced,Fully meets,4,26-10-2022,5,High,2,3,01-Apr-23,2023-04-01,Leadership Development,External,Passed,1,4,301.15,64,60+,0,0
2274,18-Feb-20,2020-02-18,6,5-9 yrs,IT Manager - Support,BPC,Active,Full-Time,ZONE A,Temporary,It/is,Aerial,23-01-2000,2000-01-23,MA,Male,Other,Widowed,Fully meets,4,13-08-2022,2,Low,5,1,03-Jun-23,2023-06-03,Customer Service,External,Failed,0,2,255.54,20,Under 30,0,0
2276,10-Jul-23,2023-07-10,2,2-4 yrs,Production Manager,TNS,Active,Full-Time,ZONE B,Temporary,Production,Project Management - Con,21-11-1982,1982-11-21,MA,Female,White,Divorced,Fully meets,1,16-09-2022,5,High,2,2,17-May-23,2023-05-17,Customer Service,External,Completed,1,3,851.87,41,40-49,0,1
2277,14-Apr-22,2022-04-14,4,2-4 yrs,Production Manager,CCDR,Active,Contract,ZONE B,Temporary,Production,Field Operations,29-09-1963,1963-09-29,MA,Female,Hispanic,Widowed,Fully meets,5,25-11-2022,3,Medium,4,4,22-Dec-22,2022-12-22,Communication Skills,Internal,Completed,1,3,592.23,59,50-59,0,0
2278,10-Jul-22,2022-07-10,3,2-4 yrs,Production Manager,CCDR,Active,Part-Time,ZONE B,Temporary,Production,Wireless,27-05-1963,1963-05-27,MA,Female,White,Widowed,Fully meets,4,21-08-2022,5,High,4,2,05-Mar-23,2023-03-05,Leadership Development,External,Completed,1,4,544.43,59,50-59,0,0
2279,27-Jun-22,2022-06-27,3,2-4 yrs,Production Manager,EW,Active,Contract,ZONE C,Full-Time,Production,Safety,12-02-1977,1977-02-12,MA,Male,Other,Divorced,Fully meets,1,28-05-2023,2,Low,5,1,23-Mar-23,2023-03-23,Technical Skills,External,Passed,1,4,230.57,45,40-49,0,0
2280,04-Dec-18,2018-12-04,7,5-9 yrs,Production Manager,PYZ,Terminated,Contract,ZONE A,Temporary,Production,Catv,06-03-1985,1985-03-06,MA,Female,White,Married,Fully meets,4,23-02-2023,4,High,2,5,05-Apr-23,2023-04-05,Customer Service,External,Passed,1,3,493.98,33,30-39,0,0
2281,10-Sep-19,2019-09-10,6,5-9 yrs,Production Manager,PL,Active,Full-Time,ZONE C,Full-Time,Production,Field Operations,12-09-1998,1998-09-12,MA,Male,Hispanic,Single,Fully meets,4,24-09-2022,1,Low,4,2,29-Nov-22,2022-11-29,Technical Skills,Internal,Failed,0,4,761.7,21,Under 30,0,0
2282,25-Apr-19,2019-04-25,7,5-9 yrs,Production Manager,PL,Active,Part-Time,ZONE A,Full-Time,Production,Fielders,28-07-1967,1967-07-28,MA,Male,Asian,Single,Fully meets,4,02-11-2022,1,Low,5,3,20-Oct-22,2022-10-20,Leadership Development,External,Incomplete,0,5,454.55,52,50-59,0,0
2283,03-Oct-18,2018-10-03,7,5-9 yrs,Shared Services Manager,WBL,Terminated,Part-Time,ZONE B,Temporary,Admin offices,Field Operations,17-12-1961,1961-12-17,MA,Male,White,Single,Fully meets,4,20-10-2022,4,High,2,1,23-Apr-23,2023-04-23,Leadership Development,External,Failed,0,1,183.88,57,50-59,0,0
2284,14-Jun-22,2022-06-14,3,2-4 yrs,CIO,EW,Active,Part-Time,ZONE C,Part-Time,It/is,Wireline Construction,23-09-1960,1960-09-23,MA,Female,Other,Widowed,Fully meets,2,11-10-2022,1,Low,4,4,09-Jul-23,2023-07-09,Technical Skills,External,Passed,1,3,839.16,62,60+,0,0
2285,15-Feb-22,2022-02-15,4,2-4 yrs,Production Manager,BPC,Active,Full-Time,ZONE C,Temporary,Production,Project Management - Con,28-05-1971,1971-05-28,MA,Male,Other,Single,Fully meets,5,22-05-2023,4,High,3,3,02-Dec-22,2022-12-02,Customer Service,Internal,Completed,1,4,679.57,51,50-59,0,0
2286,24-Sep-18,2018-09-24,7,5-9 yrs,Production Manager,NEL,Active,Contract,ZONE B,Temporary,Production,General - Eng,10-10-1981,1981-10-10,MA,Male,Black,Divorced,Fully meets,2,20-01-2023,4,High,4,4,27-Sep-22,2022-09-27,Project Management,External,Failed,0,5,107.64,37,30-39,0,0
2287,09-Mar-22,2022-03-09,4,2-4 yrs,Production Manager,PYZ,Active,Contract,ZONE B,Part-Time,Production,General - Con,20-03-1961,1961-03-20,MA,Female,White,Single,Fully meets,2,11-11-2022,4,High,4,2,29-Mar-23,2023-03-29,Communication Skills,Internal,Passed,1,4,560.64,61,60+,0,0
2288,07-Nov-18,2018-11-07,7,5-9 yrs,Production Manager,NEL,Active,Full-Time,ZONE A,Temporary,Production,Fielders,09-09-1984,1984-09-09,MA,Female,Black,Divorced,Fully meets,5,09-07-2023,5,High,1,4,25-Sep-22,2022-09-25,Communication Skills,Internal,Failed,0,2,187.85,34,30-39,0,0
2289,31-Aug-19,2019-08-31,6,5-9 yrs,Shared Services Manager,BPC,Active,Full-Time,ZONE A,Part-Time,Admin offices,Field Operations,05-03-1962,1962-03-05,MA,Male,White,Single,Fully meets,4,12-03-2023,2,Low,5,3,14-Jun-23,2023-06-14,Technical Skills,External,Completed,1,3,353.58,57,50-59,0,0
2291,07-Jul-20,2020-07-07,5,5-9 yrs,Director of Operations,NEL,Active,Contract,ZONE B,Part-Time,Production,General - Con,17-02-1985,1985-02-17,MA,Female,Black,Married,Fully meets,4,20-08-2022,3,Medium,4,1,01-Jul-23,2023-07-01,Project Management,Internal,Incomplete,0,5,973.53,35,30-39,0,0
2292,11-Jan-20,2020-01-11,6,5-9 yrs,Production Manager,TNS,Active,Contract,ZONE C,Temporary,Production,Aerial,07-04-1963,1963-04-07,MA,Male,White,Widowed,Fully meets,2,15-11-2022,5,High,1,1,11-Mar-23,2023-03-11,Communication Skills,External,Completed,1,3,894.38,57,50-59,0,0
2293,15-Jun-20,2020-06-15,5,5-9 yrs,Production Manager,CCDR,Active,Contract,ZONE B,Full-Time,Production,Field Operations,01-04-1998,1998-04-01,MA,Male,Other,Single,Fully meets,2,19-06-2023,5,High,3,1,17-Apr-23,2023-04-17,Project Management,Internal,Failed,0,1,510.67,22,Under 30,0,0
2294,10-Oct-20,2020-10-10,5,5-9 yrs,Production Manager,PYZ,Active,Contract,ZONE A,Part-Time,Production,Field Operations,03-12-1975,1975-12-03,MA,Male,Black,Single,Fully meets,4,30-08-2022,4,High,4,4,09-Apr-23,2023-04-09,Communication Skills,External,Failed,0,1,261.17,45,40-49,0,0
2295,19-May-22,2022-05-19,4,2-4 yrs,Production Manager,SVG,Active,Full-Time,ZONE B,Temporary,Production,Field Operations,25-01-1999,1999-01-25,MA,Female,Asian,Divorced,Fully meets,5,26-11-2022,3,Medium,5,4,12-Nov-22,2022-11-12,Communication Skills,Internal,Passed,1,5,448.38,23,Under 30,0,0
2296,25-Aug-21,2021-08-25,4,2-4 yrs,Production Manager,TNS,Active,Full-Time,ZONE B,Temporary,Production,Field Operations,18-04-1973,1973-04-18,MA,Female,Hispanic,Divorced,Fully meets,1,15-06-2023,4,High,4,5,09-Nov-22,2022-11-09,Technical Skills,Internal,Passed,1,4,808.77,48,40-49,0,0
2297,18-Dec-18,2018-12-18,7,5-9 yrs,Production Manager,WBL,Terminated,Part-Time,ZONE C,Full-Time,Production,Aerial,23-09-1958,1958-09-23,MA,Female,Black,Single,Fully meets,2,14-09-2022,5,High,4,1,28-Dec-22,2022-12-28,Leadership Development,Internal,Completed,1,5,691.71,60,60+,0,0
2298,05-Aug-23,2023-08-05,2,2-4 yrs,Production Manager,WBL,Active,Full-Time,ZONE B,Full-Time,Production,Field Operations,27-04-1958,1958-04-27,MA,Female,Other,Married,Fully meets,4,04-11-2022,3,Medium,2,1,02-Mar-23,2023-03-02,Communication Skills,External,Failed,0,1,145.08,65,60+,0,1
2302,02-Jan-19,2019-01-02,7,5-9 yrs,Production Manager,PL,Terminated,Contract,ZONE C,Temporary,Production,Wireline Construction,28-11-1988,1988-11-28,MA,Female,Hispanic,Married,Fully meets,4,12-04-2023,2,Low,5,3,11-Mar-23,2023-03-11,Project Management,Internal,Passed,1,2,173.45,31,30-39,0,0
2303,26-Oct-19,2019-10-26,6,5-9 yrs,Production Manager,NEL,Terminated,Contract,ZONE C,Temporary,Production,Field Operations,27-12-1957,1957-12-27,MA,Female,Black,Divorced,Fully meets,5,01-02-2023,5,High,5,1,13-Jan-23,2023-01-13,Customer Service,External,Passed,1,2,813.39,62,60+,0,0
2304,11-Apr-21,2021-04-11,5,5-9 yrs,President & CEO,MSC,Active,Full-Time,ZONE B,Part-Time,Production,General - Con,21-04-1957,1957-04-21,MA,Female,White,Divorced,Fully meets,2,29-06-2023,5,High,1,2,19-Oct-22,2022-10-19,Customer Service,Internal,Passed,1,5,759.9,64,60+,0,0
2305,11-Dec-19,2019-12-11,6,5-9 yrs,Network Engineer,EW,Active,Part-Time,ZONE A,Full-Time,Production,Field Operations,03-10-1970,1970-10-03,MA,Female,White,Divorced,Fully meets,2,26-05-2023,4,High,5,5,24-Apr-23,2023-04-24,Communication Skills,External,Incomplete,0,2,933.39,49,40-49,0,0
2306,21-Oct-20,2020-10-21,5,5-9 yrs,Network Engineer,CCDR,Active,Part-Time,ZONE B,Full-Time,Production,Project Management - Con,06-11-1999,1999-11-06,MA,Male,Hispanic,Married,Fully meets,1,25-04-2023,3,Medium,4,3,28-Feb-23,2023-02-28,Communication Skills,External,Failed,0,2,217.33,21,Under 30,0,0
2307,08-May-20,2020-05-08,6,5-9 yrs,Network Engineer,BPC,Active,Part-Time,ZONE C,Part-Time,Executive office,Project Management - Con,05-05-1988,1988-05-05,MA,Male,Asian,Single,Fully meets,2,22-07-2023,5,High,2,3,21-May-23,2023-05-21,Customer Service,Internal,Passed,1,2,856.15,32,30-39,0,0
2308,24-May-22,2022-05-24,4,2-4 yrs,Data Analyst,EW,Active,Full-Time,ZONE A,Full-Time,Production,Field Operations,09-05-1999,1999-05-09,MA,Male,Other,Divorced,Fully meets,5,11-03-2023,1,Low,2,3,08-Sep-22,2022-09-08,Communication Skills,Internal,Completed,1,4,751.86,23,Under 30,0,0
2309,05-Jun-19,2019-06-05,6,5-9 yrs,Data Analyst,CCDR,Active,Part-Time,ZONE A,Part-Time,Production,General - Con,07-04-1991,1991-04-07,MA,Male,Hispanic,Widowed,Fully meets,2,03-01-2023,2,Low,5,5,20-Jul-23,2023-07-20,Communication Skills,Internal,Incomplete,0,1,309.24,28,Under 30,0,0
2310,21-Apr-22,2022-04-21,4,2-4 yrs,Data Analyst,BPC,Active,Part-Time,ZONE B,Part-Time,Production,Fielders,21-11-1983,1983-11-21,MA,Male,Hispanic,Single,Fully meets,5,04-10-2022,4,High,1,3,27-Dec-22,2022-12-27,Leadership Development,Internal,Incomplete,0,4,581.95,39,30-39,0,0
2311,10-Dec-19,2019-12-10,6,5-9 yrs,Data Analyst,PYZ,Active,Part-Time,ZONE A,Full-Time,Production,Field Operations,25-03-1971,1971-03-25,MA,Female,Black,Divorced,Fully meets,2,15-03-2023,5,High,3,2,04-Apr-23,2023-04-04,Leadership Development,External,Passed,1,5,616.43,48,40-49,0,0
2312,26-Nov-19,2019-11-26,6,5-9 yrs,Data Analyst,WBL,Active,Full-Time,ZONE C,Part-Time,It/is,Field Operations,11-12-1951,1951-12-11,MA,Male,Asian,Widowed,Fully meets,4,02-04-2023,1,Low,4,3,06-Jan-23,2023-01-06,Leadership Development,Internal,Completed,1,3,623.75,68,60+,0,0
2313,13-Sep-21,2021-09-13,4,2-4 yrs,Data Analyst,NEL,Active,Part-Time,ZONE C,Full-Time,It/is,Shop (Fleet),30-10-2000,2000-10-30,MA,Male,Asian,Divorced,Fully meets,2,04-04-2023,5,High,2,3,04-Feb-23,2023-02-04,Project Management,External,Passed,1,1,802.99,21,Under 30,0,0
2314,19-Aug-19,2019-08-19,6,5-9 yrs,Data Analyst,PL,Active,Part-Time,ZONE C,Part-Time,It/is,Field Operations,18-10-1961,1961-10-18,MA,Female,Asian,Married,Fully meets,1,23-06-2023,4,High,1,3,18-Nov-22,2022-11-18,Communication Skills,External,Failed,0,1,725.98,58,50-59,0,0
2315,12-Jun-22,2022-06-12,3,2-4 yrs,Production Manager,CCDR,Active,Full-Time,ZONE A,Full-Time,Production,Project Management - Con,19-02-1986,1986-02-19,MA,Female,Other,Married,Fully meets,4,10-08-2022,4,High,3,2,05-Dec-22,2022-12-05,Customer Service,External,Incomplete,0,1,252.59,36,30-39,0,0
2316,21-Jul-21,2021-07-21,4,2-4 yrs,Production Manager,SVG,Active,Full-Time,ZONE B,Full-Time,Production,Field Operations,29-09-1973,1973-09-29,MA,Male,Asian,Divorced,Fully meets,2,06-09-2022,4,High,2,5,23-May-23,2023-05-23,Communication Skills,Internal,Failed,0,1,731.84,48,40-49,0,0
2318,20-Feb-22,2022-02-20,4,2-4 yrs,Production Manager,MSC,Active,Part-Time,ZONE A,Temporary,Production,Field Operations,25-03-1957,1957-03-25,MA,Female,White,Widowed,Fully meets,2,20-12-2022,2,Low,1,5,22-Jun-23,2023-06-22,Communication Skills,External,Incomplete,0,2,303.8,65,60+,0,0
2319,28-Mar-19,2019-03-28,7,5-9 yrs,Production Manager,TNS,Terminated,Contract,ZONE A,Part-Time,Production,General - Sga,18-02-1983,1983-02-18,MA,Female,White,Widowed,Fully meets,5,29-03-2023,5,High,4,3,21-Dec-22,2022-12-21,Customer Service,Internal,Passed,1,3,832.15,36,30-39,0,0
2320,26-Oct-22,2022-10-26,3,2-4 yrs,Production Manager,PYZ,Terminated,Part-Time,ZONE A,Full-Time,Production,Fielders,09-09-1964,1964-09-09,MA,Female,White,Single,Fully meets,4,12-02-2023,5,High,1,3,25-Jul-23,2023-07-25,Communication Skills,External,Incomplete,0,5,509.71,58,50-59,0,0
